sensitivity	vocabulary
0.6347067315844828	energy
0.4894710872647571	electric
0.42293679438836124	solar
0.40185378179189707	operation
0.38966299229758483	commercial
0.335888714470432	sunflower
0.3249311924147714	johnson
0.3132747091331333	bp
0.3047863561432315	lightsource
0.3004199657773033	service
0.292872546922609	capacity
0.2925763728731159	low
0.29145523347433033	city
0.2884981918410686	ensure
0.2846797594615907	providing
0.2813421942730257	electricity
0.27969102776029076	purchase
0.27066931060720734	located
0.2705224160805564	ceo
0.25972703434936995	transmission
0.2592072220321655	followed
0.25752980390094277	million
0.2574770896120615	local
0.2555908572527373	date
0.2553504558816971	largest
0.25466363053311	renewables
0.25435108731722156	ppa
0.2543114647185172	megawatts
0.25420116421412914	source
0.2540085196401431	national
0.2537127798722105	benefits
0.25219640856346826	president
0.25193676632353434	western
0.25164085443526246	corner
0.2509690683074612	additional
0.2508132847858336	sold
0.2489883724078035	community
0.24896762325284316	reliability
0.24861040590100225	approximately
0.24785712001235688	public
0.2471831649107535	power
0.24564811456836017	protect
0.24501174207375218	diversified
0.24440733905682516	helping
0.2436383962888322	general
0.24332596357362477	online
0.242472404815854	keep
0.24142615249909097	operator
0.2411352648249138	peak
0.23977325019673076	six
0.23925609460562317	management
0.23903639640454957	agreement
0.23788829944153034	demand
0.23708535245207324	entered
0.2368351290068478	another
0.23679586177583353	jobs
0.2367915070787455	serving
0.23618257546623384	created
0.2360600785335939	members
0.2359606636439715	requirement
0.23574515455461595	provided
0.235391767799038	portfolio
0.2351569428921356	sterling
0.23513436686509273	nrco
0.23513436686509273	wilson
0.23495050537352982	owner
0.23464134864025443	dispatched
0.23397023178482979	bring
0.23378866506232937	pleased
0.23342648275284308	stuart
0.233241000263602	develop
0.2331149849431769	homes
0.23305947512937383	wholesale
0.23290857900770615	yet
0.23246171579332597	enough
0.2318941988925276	role
0.23174456606052066	adds
0.2315635044665762	worked
0.23139473014306852	affordable
0.2312446213539686	designed
0.23103721119751472	communities
0.23073767887611296	april
0.23065395385492918	proud
0.23057653722215904	labor
0.23053192094195896	officials
0.23026141013112342	upgrades
0.22987489269497574	kansas
0.22966615549898348	stanton
0.2296452981587711	lowry
0.2296452981587711	affordability
0.22961371935423636	save
0.22950932339306354	played
0.22948760568377147	subcontractors
0.22945954214972247	doubling
0.2294507758408412	kevin
0.22943744867406507	guidelines
0.22943670733397578	precautions
0.22943670733397578	deferring
0.22943667089509742	recruited
0.22916759200078313	workforce
0.22915597108721417	financed
0.22898040557249244	smith
0.2289219286080363	global
0.22888111418772808	ac
0.22886094043450192	bringing
0.2285554533956032	derived
0.22843607249134593	safety
0.2282609147042642	cooperative
0.228255939466286	reduce
0.22810988499660736	nearby
0.22802938992576482	americas
0.22789729143599466	hired
0.2278135717182966	approaching
0.22771346096541006	canceling
0.2275591735572516	applaud
0.2275591726312593	shell
0.2275591726312593	tc
0.2275591726312593	vst
0.2275591726312593	cargolux
0.2275591726312593	stealing
0.2275591726312593	oppose
0.2275591726312593	turkana
0.2275591726312593	kilometre
0.2275591726312593	thunderstorm
0.2275591726312593	structures
0.2275591726312593	zambezi
0.2275591726312593	outweighed
0.2275591726312593	fire
0.2275591726312593	report
0.2275591726312593	denies
0.2275591726312593	kajima
0.2275591726312593	slhp
0.2275591726312593	button
0.2275591726312593	authorise
0.2275591726312593	maturity
0.2275591726312593	legal
0.2275591726312593	farmland
0.2275591726312593	pickering
0.2275591726312593	compassion
0.2275591726312593	tara
0.2275591726312593	nee
0.2275591726312593	greco
0.2275591726312593	rank
0.2275591726312593	configuration
0.2275591726312593	analysers
0.2275591726312593	grants
0.2275591726312593	competes
0.2275591726312593	termination
0.2275591726312593	taxes
0.2275591726312593	show
0.2275591726312593	po
0.2275591726312593	chen
0.2275591726312593	endorsing
0.2275591726312593	conservator
0.2275591726312593	rahmon
0.2275591726312593	competent
0.2275591726312593	bolts
0.2275591726312593	greenpeace
0.2275591726312593	structured
0.2275591726312593	interesting
0.2275591726312593	chakaria
0.2275591726312593	envisaged
0.2275591726312593	organizations
0.2275591726312593	matakong
0.2275591726312593	cant
0.2275591726312593	falling
0.2275591726312593	ritual
0.2275591726312593	anju
0.2275591726312593	whether
0.2275591726312593	medog
0.2275591726312593	azima
0.2275591726312593	jostle
0.2275591726312593	cent
0.2275591726312593	spending
0.2275591726312593	eia
0.2275591726312593	thermax
0.2275591726312593	patil
0.2275591726312593	semco
0.2275591726312593	auspices
0.2275591726312593	torn
0.2275591726312593	kmp
0.2275591726312593	ecuador
0.2275591726312593	et
0.2275591726312593	gauge
0.2275591726312593	retailer
0.2275591726312593	axens
0.2275591726312593	climb
0.2275591726312593	devanadera
0.2275591726312593	kano
0.2275591726312593	hollow
0.2275591726312593	rebuilding
0.2275591726312593	woldehanna
0.2275591726312593	tempting
0.2275591726312593	conventional
0.2275591726312593	myingyan
0.2275591726312593	manshera
0.2275591726312593	devastated
0.2275591726312593	caracas
0.2275591726312593	geronimo
0.2275591726312593	foreurs
0.2275591726312593	guests
0.2275591726312593	walter
0.2275591726312593	thimphu
0.2275591726312593	settings
0.2275591726312593	stgs
0.2275591726312593	november
0.2275591726312593	catalyst
0.2275591726312593	claxton
0.2275591726312593	marquee
0.2275591726312593	deter
0.2275591726312593	dmtcl
0.2275591726312593	bridges
0.2275591726312593	skyscrapers
0.2275591726312593	penh
0.2275591726312593	tickets
0.2275591726312593	unsurpassed
0.2275591726312593	debilitating
0.2275591726312593	injustices
0.2275591726312593	mps
0.2275591726312593	coffee
0.2275591726312593	steadfast
0.2275591726312593	renaissance
0.2275591726312593	ajk
0.2275591726312593	accurate
0.2275591726312593	daovong
0.2275591726312593	chukiatan
0.2275591726312593	prohibitively
0.2275591726312593	monuments
0.2275591726312593	edit
0.2275591726312593	section
0.2275591726312593	mizuho
0.2275591726312593	allegation
0.2275591726312593	counterproductive
0.2275591726312593	farruggio
0.2275591726312593	worksite
0.2275591726312593	phasing
0.2275591726312593	hydraulics
0.2275591726312593	possibility
0.2275591726312593	eaeu
0.2275591726312593	tuesday
0.2275591726312593	robjohns
0.2275591726312593	market
0.2275591726312593	valdi
0.2275591726312593	dahm
0.2275591726312593	index
0.2275591726312593	taiwan
0.2275591726312593	calculated
0.2275591726312593	repatriation
0.2275591726312593	ceará
0.2275591726312593	habib
0.2275591726312593	haskoning
0.2275591726312593	leone
0.2275591726312593	kurrum
0.2275591726312593	violates
0.2275591726312593	recoup
0.2275591726312593	likes
0.2275591726312593	chiefly
0.2275591726312593	acknowledged
0.2275591726312593	proportion
0.2275591726312593	dismantled
0.2275591726312593	reconsider
0.2275591726312593	bich
0.2275591726312593	eetc
0.2275591726312593	wishes
0.2275591726312593	thankful
0.2275591726312593	kalapara
0.2275591726312593	epe
0.2275591726312593	engelbert
0.2275591726312593	exhibiting
0.2275591726312593	tested
0.2275591726312593	crouse
0.2275591726312593	runways
0.2275591726312593	sadly
0.2275591726312593	holdup
0.2275591726312593	jaganmohan
0.2275591726312593	enoc
0.2275591726312593	reimbursement
0.2275591726312593	intermittent
0.2275591726312593	mostafa
0.2275591726312593	caf
0.2275591726312593	describes
0.2275591726312593	responding
0.2275591726312593	teach
0.2275591726312593	principal
0.2275591726312593	enthusiasm
0.2275591726312593	pupils
0.2275591726312593	stranded
0.2275591726312593	sized
0.2275591726312593	tokheim
0.2275591726312593	ebitda
0.2275591726312593	daunting
0.2275591726312593	stabilise
0.2275591726312593	cables
0.2275591726312593	construed
0.2275591726312593	nea
0.2275591726312593	tariff
0.2275591726312593	williams
0.2275591726312593	cosmetic
0.2275591726312593	helpful
0.2275591726312593	garber
0.2275591726312593	rate
0.2275591726312593	sketch
0.2275591726312593	temperature
0.2275591726312593	khurshedul
0.2275591726312593	indonesian
0.2275591726312593	ka
0.2275591726312593	saleem
0.2275591726312593	tougher
0.2275591726312593	newest
0.2275591726312593	omanis
0.2275591726312593	sanctioned
0.2275591726312593	sometime
0.2275591726312593	december
0.2275591726312593	malolos
0.2275591726312593	shipments
0.2275591726312593	ömer
0.2275591726312593	loke
0.2275591726312593	samsung
0.2275591726312593	pampa
0.2275591726312593	irish
0.2275591726312593	filling
0.2275591726312593	iogp
0.2275591726312593	youths
0.2275591726312593	achievements
0.2275591726312593	lianyungang
0.2275591726312593	woodfibre
0.2275591726312593	films
0.2275591726312593	tennet
0.2275591726312593	resettling
0.2275591726312593	nonprofit
0.2275591726312593	supposedly
0.2275591726312593	phillips
0.2275591726312593	volumes
0.2275591726312593	cankurtaran
0.2275591726312593	lend
0.2275591726312593	pollster
0.2275591726312593	though
0.2275591726312593	goes
0.2275591726312593	interchangeable
0.2275591726312593	windpark
0.2275591726312593	berkeley
0.2275591726312593	become
0.2275591726312593	flatirons
0.2275591726312593	ل
0.2275591726312593	unconfirmed
0.2275591726312593	mizohu
0.2275591726312593	calculation
0.2275591726312593	egress
0.2275591726312593	knows
0.2275591726312593	mutually
0.2275591726312593	bdi
0.2275591726312593	mexico
0.2275591726312593	karamehmetoğlu
0.2275591726312593	mild
0.2275591726312593	dells
0.2275591726312593	meals
0.2275591726312593	tsu
0.2275591726312593	kpcl
0.2275591726312593	cape
0.2275591726312593	sicomines
0.2275591726312593	iddah
0.2275591726312593	tallest
0.2275591726312593	indices
0.2275591726312593	sangu
0.2275591726312593	restrict
0.2275591726312593	turning
0.2275591726312593	argyll
0.2275591726312593	ignoring
0.2275591726312593	tremblay
0.2275591726312593	attribution
0.2275591726312593	gulam
0.2275591726312593	srivastava
0.2275591726312593	spectrum
0.2275591726312593	rovno
0.2275591726312593	special
0.2275591726312593	ad
0.2275591726312593	wrapped
0.2275591726312593	commonweath
0.2275591726312593	santa
0.2275591726312593	alchemy
0.2275591726312593	giorgio
0.2275591726312593	accrue
0.2275591726312593	choose
0.2275591726312593	ktdp
0.2275591726312593	absaroka
0.2275591726312593	decimate
0.2275591726312593	juárez
0.2275591726312593	technipfmc
0.2275591726312593	bach
0.2275591726312593	impending
0.2275591726312593	dunya
0.2275591726312593	extnesion
0.2275591726312593	iceberg
0.2275591726312593	hat
0.2275591726312593	takashimaya
0.2275591726312593	spanning
0.2275591726312593	petredec
0.2275591726312593	phonekeo
0.2275591726312593	gordon
0.2275591726312593	berthed
0.2275591726312593	siddiqui
0.2275591726312593	perhaps
0.2275591726312593	deadly
0.2275591726312593	guarders
0.2275591726312593	urdu
0.2275591726312593	solution
0.2275591726312593	conflicting
0.2275591726312593	essel
0.2275591726312593	ores
0.2275591726312593	implemented
0.2275591726312593	coordinator
0.2275591726312593	japanese
0.2275591726312593	trenches
0.2275591726312593	beaches
0.2275591726312593	unless
0.2275591726312593	assemblies
0.2275591726312593	sanmen
0.2275591726312593	pumping
0.2275591726312593	tetas
0.2275591726312593	ebtke
0.2275591726312593	contentious
0.2275591726312593	shot
0.2275591726312593	cryogenic
0.2275591726312593	witnessed
0.2275591726312593	logistics
0.2275591726312593	smb
0.2275591726312593	permanent
0.2275591726312593	charges
0.2275591726312593	critics
0.2275591726312593	pro
0.2275591726312593	overview
0.2275591726312593	expensed
0.2275591726312593	voiceless
0.2275591726312593	wheelabrator
0.2275591726312593	wanted
0.2275591726312593	reconnaissance
0.2275591726312593	tpy
0.2275591726312593	employers
0.2275591726312593	thi
0.2275591726312593	eng
0.2275591726312593	erdoğan
0.2275591726312593	longest
0.2275591726312593	diverse
0.2275591726312593	towage
0.2275591726312593	lighterage
0.2275591726312593	edozien
0.2275591726312593	information
0.2275591726312593	wynn
0.2275591726312593	laukhali
0.2275591726312593	significantly
0.2275591726312593	ripening
0.2275591726312593	caas
0.2275591726312593	csr
0.2275591726312593	slide
0.2275591726312593	namanga
0.2275591726312593	interestin
0.2275591726312593	relief
0.2275591726312593	vicente
0.2275591726312593	outlines
0.2275591726312593	habitat
0.2275591726312593	endorsement
0.2275591726312593	aircraft
0.2275591726312593	tserenpil
0.2275591726312593	transmilenio
0.2275591726312593	hatirjheel
0.2275591726312593	baggage
0.2275591726312593	balboa
0.2275591726312593	cranes
0.2275591726312593	deny
0.2275591726312593	hydrocarbon
0.2275591726312593	offset
0.2275591726312593	smelter
0.2275591726312593	lmrc
0.2275591726312593	salalah
0.2275591726312593	knit
0.2275591726312593	lifting
0.2275591726312593	hastings
0.2275591726312593	parbatipur
0.2275591726312593	procuring
0.2275591726312593	supplier
0.2275591726312593	mangrove
0.2275591726312593	memoranda
0.2275591726312593	feather
0.2275591726312593	locating
0.2275591726312593	negatively
0.2275591726312593	reasonably
0.2275591726312593	batagram
0.2275591726312593	electrochemical
0.2275591726312593	wins
0.2275591726312593	gezhouba
0.2275591726312593	mayawati
0.2275591726312593	industrialist
0.2275591726312593	attraction
0.2275591726312593	pertaining
0.2275591726312593	derail
0.2275591726312593	know
0.2275591726312593	buchanan
0.2275591726312593	gigacalories
0.2275591726312593	tally
0.2275591726312593	expansionist
